"time","V","Vadj","D","rho","I","S","normPW"
"2008-01-01 00:00:00",9.7,9.69512384041859,217.9,1.23931232302788,0.0979381443298969,0.28373113924561,59.7757575757576
"2008-01-01 00:10:00",10.6,10.595612032176,210.1,1.2396424392034,0.10377358490566,0.252274236848413,73.569696969697
"2008-01-01 00:20:00",11.8,11.7972700909697,206.2,1.240321961629,0.0838983050847458,0.175057763272416,95.4606060606061
"2008-01-01 00:30:00",11.5,11.4994136196138,205.6,1.24099334631546,0.121739130434783,0.208260025816798,90.9333333333333
"2008-01-01 00:40:00",11.2,11.1999540087456,207.8,1.24116790875486,0.0892857142857143,0.200987185313808,80.8727272727273
"2008-01-01 00:50:00",11.9,11.9030482520575,207.4,1.2421372514906,0.10672268907563,0.16142933677196,89.0181818181818
"2008-01-01 01:00:00",11.6,11.6053297161514,205.4,1.24289480082994,0.0767241379310345,0.204662292666349,88.9090909090909
"2008-01-01 01:10:00",11.1,11.1073635068568,203.4,1.24365496251927,0.116216216216216,0.198703907254992,86.5939393939394
"2008-01-01 01:20:00",11.5,11.5113096770253,205.1,1.24484872694325,0.0765217391304348,0.137253816384081,91.3030303030303
"2008-01-01 01:30:00",11.3,11.3137823255688,207.7,1.24573026008205,0.0699115044247788,0.173170519683666,79.8606060606061
"2008-01-01 01:40:00",10.9,10.9166853699727,198.7,1.24689181874551,0.123853211009174,0.207917812408489,73.3212121212121
"2008-01-01 01:50:00",12.8,12.8208657527015,183.1,1.24726299478014,0.128125,0.18374201714911,98.6727272727273
"2008-01-01 02:00:00",14.7,14.7301511939126,184,1.24883625331973,0.133333333333333,0.163144697157706,101.448484848485
"2008-01-01 02:10:00",14.9,14.9399879910523,189.3,1.25120314723283,0.12751677852349,0.202744497193088,101.260606060606
"2008-01-01 02:20:00",13.7,13.7385676370886,187.9,1.25169510909947,0.164233576642336,0.145679803038483,101.024242424242
"2008-01-01 02:30:00",14.1,14.1435648524832,186.3,1.25272345457052,0.186524822695035,0.172952227701458,101.351515151515
"2008-01-01 02:40:00",14.2,14.2439929475091,188,1.25275488518366,0.165492957746479,0.13633573700867,101.127272727273
"2008-01-01 02:50:00",15.4,15.4512039033944,189.6,1.25360494622463,0.129220779220779,0.127501972616353,101.406060606061
"2008-01-01 03:00:00",16,16.055413871425,188.9,1.25412393280449,0.13625,0.137571522603714,101.472727272727
"2008-01-01 03:10:00",15.2,15.2566217428436,189.5,1.25510558204504,0.117763157894737,0.139268002390162,101.260606060606
"2008-01-01 03:20:00",14.1,14.1553169291187,188.1,1.25584876386288,0.126241134751773,0.16473299187191,101.30303030303
"2008-01-01 03:30:00",14.3,14.3593815298087,188.7,1.25670973836999,0.118881118881119,0.143462601997321,101.339393939394
"2008-01-01 03:40:00",14.6,14.6621737557458,187.3,1.25710746810862,0.108219178082192,0.178738559115224,101.363636363636
"2008-01-01 03:50:00",14.5,14.5635148180225,186.5,1.25756513264119,0.129655172413793,0.178756836352731,101.339393939394
"2008-01-01 04:00:00",14.7,14.7643598703801,186.9,1.25755720772919,0.110884353741497,0.188777005210614,101.321212121212
"2008-01-01 04:10:00",14.8,14.8673687920872,185.6,1.25820986321908,0.151351351351351,0.205234659331834,101.448484848485
"2008-01-01 04:20:00",14.8,14.8693600111988,187.8,1.2587154753,0.143243243243243,0.165110513765999,101.369696969697
"2008-01-01 04:30:00",15.1,15.1702723313891,187.7,1.25859261114502,0.119867549668874,0.168904471818214,101.375757575758
"2008-01-01 04:40:00",14.7,14.7717419455925,189.7,1.25944446007974,0.143537414965986,0.176180760338411,101.242424242424
"2008-01-01 04:50:00",14.6,14.6733396431209,190.9,1.25998168299629,0.13972602739726,0.167533527225897,101.248484848485
"2008-01-01 05:00:00",14.7,14.7742129214264,192.1,1.26007659488993,0.106122448979592,0.151391436115989,101.393939393939
"2008-01-01 05:10:00",15.4,15.4781806429512,190.8,1.26018254100409,0.14025974025974,0.167466625728574,101.460606060606
"2008-01-01 05:20:00",14.4,14.4748125126709,191.2,1.26062888339851,0.111805555555556,0.170629288010103,101.236363636364
"2008-01-01 05:30:00",15.9,15.9837570906667,192.6,1.26090140244841,0.139622641509434,0.104529940868821,101.539393939394
"2008-01-01 05:40:00",15.7,15.7853067330996,193.5,1.26152542258636,0.137579617834395,0.125369136586853,101.393939393939
"2008-01-01 05:50:00",15,15.0817821487798,192.7,1.26159541163698,0.171333333333333,0.133531314728766,101.436363636364
"2008-01-01 06:00:00",15.2,15.2837984252461,195.6,1.26182471069965,0.122368421052632,0.137185092332741,101.375757575758
"2008-01-01 06:10:00",13.4,13.4755018162183,191.9,1.26228183893891,0.135074626865672,0.123982745157363,100.454545454545
"2008-01-01 06:20:00",14.7,14.7869346099976,181.8,1.26333445559709,0.270748299319728,0.171525196078672,101.4
"2008-01-01 06:30:00",16.3,16.4027930624528,187.2,1.26481350060887,0.147852760736196,0.146275653394168,101.454545454545
"2008-01-01 06:40:00",16.9,17.0145839040672,191.2,1.26660084288064,0.111242603550296,0.141002392793331,101.436363636364
"2008-01-01 06:50:00",15.1,15.2098754356136,188.9,1.26847530969251,0.145033112582781,0.12715329936434,101.442424242424
"2008-01-01 07:00:00",14.4,14.5099875493662,190.1,1.26984154386648,0.127777777777778,0.180433207080636,101.309090909091
"2008-01-01 07:10:00",14.2,14.3114963692945,191.9,1.27065014171263,0.180281690140845,0.156331941637228,100.715151515152
"2008-01-01 07:20:00",14.2,14.3179025731531,191.3,1.27235723533995,0.147887323943662,0.149178440211328,101.230303030303
"2008-01-01 07:30:00",13.7,13.8195689986179,188.7,1.27396554501263,0.147445255474453,0.142044829583562,100.466666666667
"2008-01-01 07:40:00",12.7,12.8162107190499,186.7,1.27556808105943,0.288976377952756,0.178615367918302,93.4606060606061
"2008-01-01 07:50:00",12.8,12.9194114799004,188.4,1.276245345215,0.23046875,0.1720521693723,94.1090909090909
"2008-01-01 08:00:00",12.8,12.9256445465891,181.5,1.2780934388892,0.17421875,0.198383629415114,96.169696969697
"2008-01-01 08:10:00",12.4,12.5249408829526,180.6,1.27908052585725,0.137903225806452,0.193983421378331,96.6
"2008-01-01 08:20:00",12.8,12.9352626492084,178.6,1.28094868915511,0.084375,0.13969511429081,99.8181818181818
"2008-01-01 08:30:00",12.9,13.0374060653963,177.1,1.28126904641406,0.111627906976744,0.123706285616936,100.290909090909
"2008-01-01 08:40:00",12.7,12.8368181814111,178.1,1.28173102047279,0.109448818897638,0.202534847005485,98.6787878787879
"2008-01-01 08:50:00",11.8,11.9272580963934,179.3,1.28177476668291,0.0923728813559322,0.124507317840634,87.6727272727273
"2008-01-01 09:00:00",12,12.1298305322778,178.4,1.28190650098575,0.114166666666667,0.184015664316754,89.3212121212121
"2008-01-01 09:10:00",12.6,12.7359400550346,179.8,1.28179115876887,0.122222222222222,0.174065147817439,95.7454545454545
"2008-01-01 09:20:00",12.3,12.4327443385848,179.3,1.28180382491478,0.167479674796748,0.182945442722489,94.7212121212121
