"time","V","Vadj","D","rho","H","I","normPW"
"2007-01-01 06:30:00",20.7,20.633444486224,259.6650982,1.23938886915437,67.89936304,0.0821256038647343,100.016666666667
"2007-01-01 06:40:00",20.1,20.0374412359147,262.0627035,1.23977261497437,68.51291359,0.0945273631840796,100.016666666667
"2007-01-01 06:50:00",18.7,18.6424396633696,262.0731695,1.23990052853964,67.18920767,0.101604278074866,100.016666666667
"2007-01-01 07:00:00",19.3,19.2431764304756,264.9226946,1.24040007637318,67.42050409,0.0984455958549223,100.02
"2007-01-01 07:10:00",19.2,19.1459708787461,265.0185442,1.24088610688475,68.90092075,0.0885416666666667,100.013333333333
"2007-01-01 07:20:00",18.5,18.4501532303449,262.9853931,1.24133263465919,69.43809986,0.0972972972972973,100.016666666667
"2007-01-01 07:30:00",19.3,19.2489115464933,262.4395352,1.24150945019407,69.59917247,0.0932642487046632,100.016666666667
"2007-01-01 07:40:00",18.1,18.053498140126,261.1836176,1.24180040839106,69.63626742,0.104972375690608,100.013333333333
"2007-01-01 07:50:00",17.1,17.057912035378,263.7999712,1.2422033798979,71.03912115,0.105263157894737,100.013333333333
"2007-01-01 08:00:00",17.8,17.7563568374557,263.7450989,1.24223857680549,71.0008353,0.101123595505618,100.016666666667
"2007-01-01 08:10:00",17.5,17.4578346349977,262.0286697,1.24239703560831,71.04209662,0.0914285714285714,100.013333333333
"2007-01-01 08:20:00",17.2,17.1598654094488,263.4758395,1.24268116861585,71.64334774,0.0872093023255814,100.01
"2007-01-01 08:30:00",16.4,16.3630172152953,264.9922406,1.24297399904646,72.52786815,0.109756097560976,100.013333333333
"2007-01-01 08:40:00",15.9,15.8662446269809,264.6605595,1.24346765025271,73.66292357,0.119496855345912,100.003333333333
"2007-01-01 08:50:00",16.3,16.2657204359373,265.6802385,1.24354218935098,72.86290944,0.0920245398773006,100.013333333333
"2007-01-01 09:00:00",16.2,16.1659659010013,265.5517811,1.24355030350234,72.45704889,0.0925925925925926,100.01
"2007-01-01 09:10:00",16.5,16.4655491953117,264.411536,1.24359869067214,72.40785539,0.0909090909090909,100.01
"2007-01-01 09:20:00",16.7,16.6660225774262,263.9200014,1.24379816081807,72.07122624,0.107784431137725,100.013333333333
"2007-01-01 09:30:00",16.8,16.7666612926588,265.2093452,1.24398560391095,70.43568671,0.101190476190476,100.01
"2007-01-01 09:40:00",17.9,17.8646615419236,268.1106742,1.24402386310949,70.41267574,0.0893854748603352,100.013333333333
"2007-01-01 09:50:00",15.7,15.6714265333469,269.4924222,1.24460076120726,69.1030556,0.0828025477707006,100.013333333333
"2007-01-01 10:00:00",15.5,15.4734975648542,272.6028819,1.24501276567135,68.18778992,0.103225806451613,100.01
"2007-01-01 10:10:00",15.9,15.8737446006419,271.7993197,1.24523184535885,69.50316191,0.119496855345912,100.013333333333
"2007-01-01 10:20:00",16.4,16.3752293587915,272.4956109,1.24575906763474,70.07426322,0.0975609756097561,100.016666666667
"2007-01-01 10:30:00",18,17.9727711395075,276.3764665,1.24575042328155,69.97567356,0.111111111111111,100.016666666667
"2007-01-01 10:40:00",18.1,18.074394633812,279.2749034,1.24611746452831,67.71765947,0.0994475138121547,100.016666666667
"2007-01-01 10:50:00",18.3,18.2763895656514,277.8861938,1.24658350743116,68.89496863,0.092896174863388,100.013333333333
"2007-01-01 11:00:00",17.9,17.8791245429755,277.5822257,1.24704774721944,68.67537558,0.0949720670391062,100.013333333333
"2007-01-01 11:10:00",18,17.9794516074515,276.9149453,1.24714007367701,68.66922736,0.105555555555556,100.016666666667
"2007-01-01 11:20:00",18.4,18.3812125988632,274.7260603,1.24759157052489,69.89196301,0.0923913043478261,100.013333333333
"2007-01-01 11:30:00",18.7,18.6830096251411,274.2110862,1.24801302887288,69.15760696,0.106951871657754,100.016666666667
"2007-01-01 11:40:00",19.4,19.3844721598464,276.3072872,1.24841844150812,68.2270664,0.0876288659793815,100.013333333333
"2007-01-01 11:50:00",19,18.9873171609238,276.5502412,1.24891659949671,70.69138348,0.110526315789474,100.013333333333
"2007-01-01 12:10:00",19.1,19.0884167504908,278.6862659,1.2491455615613,68.39528143,0.104712041884817,100.02
"2007-01-01 12:20:00",19.8,19.7912022901327,280.6800781,1.24975357855602,69.88144934,0.095959595959596,100.016666666667
"2007-01-01 12:30:00",18.7,18.6934061884184,283.684506,1.25009763969354,69.82550919,0.101604278074866,100.016666666667
"2007-01-01 12:40:00",19.2,19.1947294199643,286.3742716,1.25039066703526,68.93007934,0.0885416666666667,100.016666666667
"2007-01-01 12:50:00",19,18.9957060093095,285.9251212,1.25057269468765,69.17744279,0.136842105263158,100.016666666667
"2007-01-01 13:00:00",17.7,17.6969880786331,283.7875586,1.2507822288983,67.92773008,0.101694915254237,100.016666666667
"2007-01-01 13:10:00",17.3,17.2985944669556,284.170597,1.25111597539987,67.37904668,0.115606936416185,100.016666666667
"2007-01-01 13:20:00",17.4,17.3988294418583,284.0361573,1.25116841927385,67.32509017,0.0919540229885058,100.013333333333
"2007-01-01 13:30:00",18.2,18.1997584425296,282.4928238,1.25137113715038,69.38533247,0.10989010989011,100.016666666667
"2007-01-01 13:40:00",17.7,17.7010826781768,280.2570991,1.25165062029515,67.76288629,0.101694915254237,100.013333333333
"2007-01-01 13:50:00",17.1,17.101037609654,279.3900407,1.25164878299242,67.65437961,0.0994152046783626,100.013333333333
"2007-01-01 14:00:00",16,16.0006676730403,277.115663,1.25157763481976,66.25410557,0.09375,100.013333333333
"2007-01-01 14:10:00",16.1,16.1005167422956,274.8868224,1.2515414644434,67.0402348,0.0807453416149068,100.01
"2007-01-01 14:20:00",16.1,16.0999202022236,273.6805416,1.25140235704974,67.02853084,0.093167701863354,100.013333333333
"2007-01-01 14:30:00",16.8,16.7989679592027,274.0678464,1.25119035056886,66.13012612,0.107142857142857,100.013333333333
"2007-01-01 14:40:00",16.8,16.7990871107528,272.3851757,1.2512169740485,65.87284207,0.101190476190476,100.013333333333
"2007-01-01 14:50:00",15.4,15.4007196370296,267.7629269,1.25159640821615,66.0422498,0.0974025974025974,100.013333333333
"2007-01-01 15:00:00",15.5,15.4995295299133,268.7120328,1.25130701518413,65.93691528,0.109677419354839,100.01
"2007-01-01 15:10:00",15.3,15.300135262118,266.1951768,1.25145415498478,65.06509185,0.111111111111111,100.01
"2007-01-01 15:20:00",15.6,15.5999095815684,265.0393362,1.25139920474291,65.37712395,0.0897435897435897,100.01
"2007-01-01 15:30:00",15.4,15.4007828371765,265.8546509,1.25161181686003,65.72446466,0.0909090909090909,100.01
"2007-01-01 15:40:00",14.6,14.6001505513039,263.6733869,1.25145967788095,63.79435062,0.10958904109589,99.7533333333333
"2007-01-01 15:50:00",14.8,14.7984341685202,258.3603393,1.25102380769374,64.510656,0.0945945945945946,100.006666666667
"2007-01-01 16:00:00",15.1,15.098427478898,255.3690331,1.25103003453561,65.29162645,0.0993377483443709,99.9966666666667
"2007-01-01 16:10:00",15,14.9976742898333,252.0699604,1.25083896627926,67.10093498,0.1,100.01
"2007-01-01 16:20:00",15.8,15.7960969584082,252.0973757,1.2504937857394,65.54216564,0.0949367088607595,100.01
"2007-01-01 16:30:00",16.1,16.0946400169005,248.8983634,1.25017151811705,63.63645136,0.093167701863354,100.01
"2007-01-01 16:40:00",16.2,16.1942785175865,247.1891598,1.25009550997092,65.21862865,0.0864197530864197,100.013333333333
"2007-01-01 16:50:00",15.8,15.7954915573121,244.5461735,1.25035001200287,65.53046167,0.10126582278481,99.9966666666667
"2007-01-01 17:00:00",15.6,15.5951828442588,247.1707453,1.25026203598856,66.37669563,0.102564102564103,100.013333333333
"2007-01-01 17:10:00",15.4,15.3945563807299,244.5189501,1.25009437006651,68.61070752,0.103896103896104,100.006666666667
"2007-01-01 17:20:00",14.2,14.1933467339804,246.7774711,1.2496627667552,64.77428556,0.0985915492957746,99.32
"2007-01-01 17:30:00",14.9,14.893563455254,245.9505575,1.24979988774855,67.16818154,0.0939597315436242,100.01
"2007-01-01 17:40:00",14.8,14.7926792210374,243.8809864,1.24956484722026,68.48653078,0.0945945945945946,100.006666666667
"2007-01-01 17:50:00",14.9,14.890315852395,246.9614975,1.24898249396993,66.3431716,0.087248322147651,100.01
"2007-01-01 18:00:00",15.1,15.0895025538792,243.9729348,1.24881283333004,66.80536866,0.0860927152317881,100.01
"2007-01-01 18:10:00",14.5,14.4893216782528,243.7637682,1.24865822582126,66.8238157,0.096551724137931,99.8866666666667
"2007-01-01 18:20:00",14,13.9896476849529,244.4837024,1.24864692307245,68.58789623,0.1,99.3133333333333
"2007-01-01 18:30:00",14.1,14.0886952534944,244.7947847,1.24841337784791,69.8050791,0.0921985815602837,99.0166666666667
"2007-01-01 18:40:00",15.6,15.5857192648859,245.1482302,1.24798733828836,67.09637284,0.0961538461538462,100.01
"2007-01-01 18:50:00",15,14.9870505280977,243.1275042,1.24818271358665,69.59679186,0.0933333333333333,100.013333333333
"2007-01-01 19:00:00",15.4,15.3869029578386,241.1061582,1.24823083890818,70.03815949,0.0844155844155844,100.01
"2007-01-01 19:10:00",14.8,14.7864082763169,241.7213763,1.24797636606684,68.74440789,0.0810810810810811,100.01
"2007-01-01 19:20:00",14.4,14.3860647328532,241.1098959,1.24779137810396,71.06351972,0.0902777777777778,99.9966666666667
"2007-01-01 19:30:00",14,13.9848228289226,239.9794322,1.2473554400656,69.59540308,0.0928571428571429,99.9533333333333
"2007-01-01 19:40:00",13.8,13.7844359632098,242.3888008,1.24719157250575,68.72556329,0.0797101449275362,99.8266666666667
"2007-01-01 19:50:00",13.7,13.6839556446077,240.2146007,1.24702941609446,70.21113455,0.0875912408759124,99.8533333333333
"2007-01-01 20:00:00",14,13.9829880072739,238.8637719,1.24686454192625,70.01435578,0.1,98.9833333333333
"2007-01-01 20:10:00",12.9,12.8833312785589,237.0867123,1.24657616327382,69.95067954,0.0930232558139535,96.8533333333333
"2007-01-01 20:20:00",13.1,13.0828561855672,235.3405332,1.24651423224737,70.88399708,0.0916030534351145,97.7633333333333
"2007-01-01 20:30:00",12.7,12.6821568267888,236.292972,1.24615372902835,70.21966517,0.094488188976378,94.2466666666667
"2007-01-01 20:40:00",12.7,12.6811348631998,236.2925702,1.24585249766839,70.43628216,0.0866141732283465,94.3366666666667
"2007-01-01 20:50:00",11.9,11.8812453073024,235.5357359,1.2455134740032,69.60988462,0.0840336134453781,83.9833333333333
"2007-01-01 21:00:00",11.5,11.4814468950105,233.8525258,1.24537392786787,70.48686624,0.0782608695652174,76.8333333333333
"2007-01-01 21:10:00",13.1,13.0780383591398,226.5720481,1.24513763423724,72.35132098,0.106870229007634,95.3466666666667
"2007-01-01 21:20:00",13.6,13.5909902134777,211.7133262,1.24893547161541,81.74579501,0.102941176470588,98.2566666666667
"2007-01-01 21:30:00",13.8,13.7954388473966,209.8230899,1.25018052199738,82.78801799,0.108695652173913,98.3733333333333
"2007-01-01 21:40:00",13.6,13.594300323448,209.4799458,1.24984823528703,80.30604541,0.0882352941176471,99.33
"2007-01-01 21:50:00",13.6,13.5955953276888,206.5366257,1.25020545402946,84.25018191,0.102941176470588,98.1966666666667
"2007-01-01 22:30:00",12.9,12.9496252987124,255.8670715,1.26591895234665,94.58472014,0.131782945736434,91.7066666666667
"2007-01-01 22:40:00",14.2,14.2562315109335,242.7262346,1.26634666581657,94.19790387,0.0985915492957746,99.5966666666667
"2007-01-01 22:50:00",16,16.0654346793284,225.5498911,1.26683752838132,96.46702766,0.1,100.013333333333
"2007-01-01 23:00:00",15.5,15.5610959555858,230.0983288,1.26627745290457,96.73740149,0.103225806451613,99.9933333333333
"2007-01-01 23:10:00",12.3,12.3607043292159,238.3749024,1.27004101480915,97.23808408,0.121951219512195,88.8833333333333
"2007-01-01 23:20:00",12.3,12.3611880726146,241.3419849,1.27019013204022,97.88654327,0.113821138211382,87.5133333333333
"2007-01-01 23:30:00",11.7,11.7557146997229,241.2539978,1.26938380679505,97.6822257,0.102564102564103,84.6833333333333
"2007-01-02 00:00:00",3.8,3.8177715466472,301.8063072,1.26906085165624,97.9678762,0.236842105263158,0.293333333333333
"2007-01-02 00:40:00",9.1,9.13377194745518,269.1097966,1.26540556783518,98.91289711,0.406593406593407,46.4566666666667
"2007-01-02 01:00:00",15.2,15.2226532089577,296.3972793,1.2570244456176,91.30451918,0.0921052631578947,100.006666666667
"2007-01-02 01:20:00",15.4,15.4150800903524,296.2391722,1.25510083986786,74.2740953,0.0974025974025974,100.01
"2007-01-02 01:30:00",14.9,14.9106980555525,297.644699,1.25411842471023,72.64490366,0.10738255033557,100.016666666667
"2007-01-02 01:40:00",15.5,15.5130707611597,297.146381,1.2545895106956,71.88376844,0.116129032258065,100.01
"2007-01-02 01:50:00",15.1,15.1137442013196,296.3210677,1.25484125098884,71.74867988,0.105960264900662,100.01
"2007-01-02 02:00:00",14.7,14.7148438636353,299.8157788,1.25521579843884,71.57907605,0.108843537414966,99.7733333333333
"2007-01-02 02:10:00",15.3,15.3160667742386,298.249763,1.25536751735794,69.84911561,0.0915032679738562,100.01
"2007-01-02 02:20:00",16,16.0185247286385,296.4606209,1.25577266785447,67.66152084,0.0875,100.01
"2007-01-02 02:30:00",15.3,15.3182477051311,295.4854017,1.25590386779004,66.61275327,0.104575163398693,99.9766666666667
"2007-01-02 02:40:00",16.1,16.1182761840648,293.8149251,1.25568751837664,67.40800679,0.0993788819875776,100.016666666667
"2007-01-02 02:50:00",16.7,16.7200835246112,293.2072869,1.2559412964214,68.50517631,0.107784431137725,100.013333333333
"2007-01-02 03:00:00",15.3,15.3197606896978,294.4528263,1.25627604172754,67.82537162,0.0980392156862745,100.013333333333
"2007-01-02 03:10:00",16.4,16.4204656862801,291.8448016,1.25611178694391,68.69124472,0.109756097560976,100.013333333333
"2007-01-02 03:20:00",17,17.0225812945022,287.866614,1.25641442187661,70.09251177,0.0882352941176471,100.016666666667
"2007-01-02 03:30:00",17.1,17.1235071272302,288.7553732,1.25658899433571,68.49327505,0.0935672514619883,100.01
"2007-01-02 03:40:00",15.9,15.9211040140029,293.0599733,1.25641060131243,68.30046177,0.0943396226415094,100.013333333333
"2007-01-02 04:00:00",16.7,16.7236597416262,288.6816068,1.25674735926953,71.24958873,0.101796407185629,100.013333333333
"2007-01-02 04:10:00",17,17.0284467836386,282.4968834,1.25771364165142,73.38600397,0.0941176470588235,100.013333333333
"2007-01-02 04:20:00",17.5,17.5289257610884,280.2926465,1.25763665063992,74.54129517,0.114285714285714,100.013333333333
"2007-01-02 04:30:00",16.7,16.7288617453478,278.7475019,1.25792048255413,74.38855112,0.101796407185629,100.013333333333
"2007-01-02 04:40:00",16.6,16.6279083821818,282.2333093,1.257743353301,74.25623953,0.0963855421686747,100.01
"2007-01-02 04:50:00",15.9,15.928838119173,281.6966475,1.2582424968042,75.42283952,0.10062893081761,100.013333333333
"2007-01-02 05:00:00",16.5,16.5298491065875,281.6970239,1.25822485777873,75.59264004,0.103030303030303,100.01
"2007-01-02 05:10:00",16.9,16.9319688863467,278.3500779,1.25853615872644,76.16056681,0.0946745562130178,100.01
"2007-01-02 05:20:00",15.4,15.4308482738107,277.2855086,1.25895633288129,75.05367935,0.103896103896104,100.013333333333
"2007-01-02 05:30:00",15.8,15.8319445330582,281.6369278,1.25902671199389,74.7813195,0.0949367088607595,100.01
"2007-01-02 05:40:00",14.8,14.8286828005266,282.026294,1.25871093754136,73.22016835,0.121621621621622,99.91
"2007-01-02 05:50:00",15.5,15.529174572385,282.8309412,1.25850066147537,73.64566624,0.0967741935483871,100.013333333333
"2007-01-02 06:00:00",14.6,14.6277966040092,284.1954259,1.2585822361421,73.57226968,0.10958904109589,99.9066666666667
"2007-01-02 06:10:00",15.1,15.128065245854,282.7984355,1.25841171056679,72.17179775,0.0927152317880795,100.013333333333
"2007-01-02 06:20:00",16.1,16.1289280921521,284.5733803,1.25817866118715,72.83851147,0.0993788819875776,100.01
"2007-01-02 06:30:00",16,16.0293491919004,281.8859893,1.25832014077258,73.72303009,0.0875,100.01
"2007-01-02 06:40:00",16.3,16.3303733909837,284.8392401,1.25842969516466,73.52486193,0.0920245398773006,100.01
"2007-01-02 06:50:00",15.6,15.6299687394737,281.6207088,1.25864704182724,72.10078239,0.0961538461538462,100.01
"2007-01-02 07:00:00",14.7,14.7281440950416,280.4482923,1.25862251243532,75.7515341,0.0952380952380952,99.9533333333333
"2007-01-02 07:10:00",15.1,15.1295031380959,279.7411062,1.25877057319675,76.0988766,0.0860927152317881,100.01
"2007-01-02 07:20:00",15.3,15.3308649137121,279.6143523,1.25900978241887,74.62936938,0.0980392156862745,100.01
"2007-01-02 07:30:00",15.3,15.3296846758178,283.0242537,1.25871903235247,75.61466098,0.111111111111111,99.85
"2007-01-02 07:40:00",14.7,14.7288306574452,281.6580841,1.25879853526089,74.43576336,0.0952380952380952,100
"2007-01-02 07:50:00",15.2,15.2293982691754,280.6929574,1.2586961245712,74.63452756,0.0986842105263158,100.01
"2007-01-02 08:00:00",14,14.0273816269196,278.6339962,1.25877803681817,74.80175018,0.0928571428571429,99.9066666666667
"2007-01-02 08:10:00",13.4,13.4256535139589,277.7742814,1.25862204908591,75.32841623,0.104477611940299,97.79
"2007-01-02 08:20:00",14.8,14.8266311902994,275.5716167,1.25818856606708,75.73010981,0.128378378378378,99.6366666666667
"2007-01-02 08:30:00",15,15.0269610382276,273.9747544,1.2581810222157,74.92830813,0.0933333333333333,100
"2007-01-02 08:40:00",15.1,15.1275580136975,272.861773,1.2582851341394,75.78763664,0.0993377483443709,99.9766666666667
"2007-01-02 08:50:00",15,15.0260844340102,269.5386635,1.25796084547159,74.24989522,0.0866666666666667,100.006666666667
"2007-01-02 09:00:00",14.7,14.7259159345399,267.27899,1.25805136334066,74.6995914,0.0952380952380952,99.82
"2007-01-02 09:10:00",15.3,15.3271145248985,266.9873571,1.25808603390819,77.01632142,0.104575163398693,99.9733333333333
"2007-01-02 09:20:00",15.2,15.2262566857824,268.7938298,1.25791733808493,74.63174999,0.0986842105263158,100.01
"2007-01-02 09:30:00",14.5,14.5263171755434,264.5594005,1.25824724223364,76.32084847,0.096551724137931,99.9433333333333
"2007-01-02 09:40:00",15,15.0306565247767,263.4167754,1.25910950028336,79.62346435,0.113333333333333,99.9266666666667
"2007-01-02 10:00:00",16.6,16.6540809634836,266.8377462,1.26369182811455,90.45629978,0.0963855421686747,100.013333333333
"2007-01-02 10:10:00",17.7,17.7560103083466,269.1466788,1.26333867814747,90.45689821,0.096045197740113,100.016666666667
"2007-01-02 10:20:00",16.7,16.7596767394256,273.5276622,1.2648846607662,89.09570098,0.107784431137725,100.013333333333
"2007-01-02 10:30:00",15.7,15.7546990678245,284.721466,1.26454650406274,87.43754864,0.0955414012738854,100.013333333333
"2007-01-02 10:40:00",16.4,16.4551638696241,282.2008381,1.26409151701063,86.06246591,0.0914634146341464,100.01
"2007-01-02 10:50:00",15.8,15.8463735235494,279.9579262,1.26247222295464,85.03452897,0.0949367088607595,100.013333333333
"2007-01-02 11:00:00",16.7,16.7426550756148,280.5866475,1.26103460168917,82.46943951,0.125748502994012,100.013333333333
"2007-01-02 11:10:00",17,17.0335533912338,279.6059131,1.25884549643143,78.26663256,0.0941176470588235,100.013333333333
"2007-01-02 11:20:00",15.9,15.9291212062385,280.3026245,1.2583095823952,76.55988038,0.0943396226415094,100.013333333333
"2007-01-02 11:30:00",16,16.0279199344059,280.68571,1.25798357630295,76.43193364,0.10625,100.01
"2007-01-02 11:40:00",16.7,16.7291663978211,280.2383506,1.25798920849097,77.42119193,0.11377245508982,100.01
"2007-01-02 11:50:00",16.4,16.4291250781704,280.2921892,1.25810008037284,78.48582745,0.0975609756097561,100.016666666667
"2007-01-02 12:00:00",16.3,16.3282953165977,283.4733989,1.25794934281338,76.8867898,0.098159509202454,100.013333333333
"2007-01-02 12:10:00",16.3,16.3277967664648,281.4565461,1.25783411982446,78.21426392,0.0920245398773006,100.013333333333
"2007-01-02 12:20:00",16.7,16.7294237771561,280.125526,1.2580472721266,78.24520826,0.101796407185629,100.013333333333
"2007-01-02 12:30:00",14.9,14.9268856275176,283.748715,1.25820740426718,78.89307499,0.0939597315436242,99.9833333333333
"2007-01-02 12:40:00",16.1,16.1353938409223,285.9983846,1.2596924001098,83.88855934,0.105590062111801,100.013333333333
"2007-01-02 12:50:00",16.5,16.5405916283659,286.3693558,1.26067956149902,85.8283937,0.096969696969697,100.013333333333
"2007-01-02 13:00:00",17.4,17.442548420277,288.1925866,1.26062377388523,88.28378201,0.0977011494252874,100.013333333333
"2007-01-02 13:10:00",16.5,16.53415419011,290.8141786,1.25920820141637,84.64314818,0.109090909090909,100.013333333333
"2007-01-02 13:20:00",17.2,17.2274274685439,292.1896599,1.25741713967754,79.19261098,0.0988372093023256,100.013333333333
"2007-01-02 13:30:00",16.7,16.7243889017374,293.4296987,1.25691175091822,76.46367312,0.107784431137725,100.013333333333
"2007-01-02 13:40:00",15.2,15.221917658129,295.7564859,1.25684223808434,74.42505181,0.0986842105263158,100.013333333333
"2007-01-02 13:50:00",16,16.0227387979932,294.2578762,1.25676401484114,75.43990016,0.0875,100.013333333333
"2007-01-02 14:00:00",14.8,14.8223069403198,293.7377908,1.2570880189861,74.94397879,0.114864864864865,100
"2007-01-02 14:10:00",15.1,15.1231238751733,295.6673474,1.25717898561408,76.03678525,0.105960264900662,100.006666666667
"2007-01-02 14:20:00",14.3,14.3221780633377,296.0349341,1.25725253652423,75.09612978,0.111888111888112,98.97
"2007-01-02 14:30:00",15,15.0248669840598,295.0048963,1.25765510109231,76.85822487,0.1,100.013333333333
"2007-01-02 14:40:00",15.1,15.1253953164721,296.0189853,1.25774554260631,76.05206132,0.105960264900662,100.003333333333
"2007-01-02 14:50:00",14.9,14.924398279059,299.37597,1.25757852316251,74.25584495,0.087248322147651,100.013333333333
"2007-01-02 15:00:00",14.6,14.6252605928509,297.8012739,1.2579277509815,73.98983479,0.10958904109589,99.6133333333333
"2007-01-02 15:20:00",11.5,11.5455119647579,312.6545442,1.26633757121782,80.10966301,0.0956521739130435,79.4833333333333
"2007-01-02 15:30:00",14.2,14.2372286744812,305.6247068,1.26128948436963,82.08639264,0.105633802816901,98.6266666666667
"2007-01-02 15:40:00",14.1,14.129606124431,305.5514193,1.2593204482435,76.38829351,0.0921985815602837,100.016666666667
"2007-01-02 15:50:00",13.6,13.6296676483201,304.1536865,1.2596285599325,76.93558812,0.0882352941176471,99.2066666666667
"2007-01-02 16:00:00",13,13.0328761566839,301.9567913,1.26093928251872,79.47905302,0.0923076923076923,96.4966666666667
"2007-01-02 16:10:00",13.7,13.7316509202276,303.2872433,1.26011443960053,80.1878202,0.0875912408759124,99.57
"2007-01-02 16:20:00",12.2,12.2277654056151,305.7912544,1.2599845746713,76.79911256,0.0983606557377049,87.42
"2007-01-02 16:30:00",12.4,12.4292119565891,304.4531422,1.26028611992509,80.06463289,0.104838709677419,89.34
"2007-01-02 16:40:00",10.5,10.5256088449332,314.0081665,1.26059972757911,79.23962593,0.142857142857143,65.18
"2007-01-02 16:50:00",9.9,9.92353856181133,321.4300972,1.26036846219764,72.47688711,0.141414141414141,59.3733333333333
