electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,municipality_code,postcode,address,commissioning_date,hub_height,rotor_diameter,model,gsrn_id,dso,manufacturer
0.005,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,10.3341,56.4649,,,8961,,2012-10-05,,,,,149 ELRO Net A/S,
0.005,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK041,8.5,55.95,,,6900,,2012-10-05,,,,,392 Borris El-Forsyning,
0.0055,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,10.0493,56.3282,,,8370,,2012-10-05,,,,,149 ELRO Net A/S,
0.0042,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.8074,54.9093,,,6400,,2012-10-05,,,,,344 SE Net A/S,
0.002,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK041,9.1577,56.1388,,,7430,,2012-10-05,,,,,342 Ikast Værkernes Net A/S,
0.0058,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.0632,55.3657,,,6630,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,8.6836,56.7619,,,7900,,2012-10-05,,,,,331 Thy-Mors Energi Elnet A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.7903,56.6431,,,9500,,2012-10-05,,,,,152 Verdo El-net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,9.703,55.7351,,,8721,,2012-10-05,,,,,245 NRGi Net A/S Horsens,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.9531,57.1947,,,9382,,2012-10-05,,,,,023 Nyfors Net A/S,
0.0055,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,10.0344,56.2133,,,8472,,2012-10-05,,,,,145 GE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,8.6949,56.9552,,,7700,,2012-10-05,,,,,042 Thy-Mors Energi Elnet A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.4807,55.6211,,,6800,,2012-10-05,,,,,344 SE Net A/S,
0.0044,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.9515,57.3476,,,9760,,2012-10-05,,,,,023 Nyfors Net A/S,
0.0036,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.1168,56.7148,,,9560,,2012-10-05,,,,,149 ELRO Net A/S,
0.004,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK031,10.7234,55.1197,,,5883,,2012-10-05,,,,,533 SEF Net A/S,
0.0054,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK031,10.7234,55.1197,,,5883,,2012-10-05,,,,,533 SEF Net A/S,
0.0036,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.9751,56.6499,,,9550,,2012-10-05,,,,,149 ELRO Net A/S,
0.003,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.6685,55.4187,,,6710,,2012-10-05,,,,,371 Hjerting Transformatorforening,
0.004,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.6685,55.4187,,,6710,,2012-10-05,,,,,371 Hjerting Transformatorforening,
0.0036,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.3679,55.435,,,6720,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.7697,55.3305,,,6760,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.2018,55.6336,,,6851,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,9.8512,55.7526,,,8783,,2012-10-05,,,,,245 NRGi Net A/S Horsens,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,10.2494,56.3667,,,8990,,2012-10-05,,,,,149 ELRO Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.5428,55.1132,,,6792,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK041,9.1577,56.1388,,,7430,,2012-10-05,,,,,342 Ikast Værkernes Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.385,55.7013,,,7182,,2012-10-05,,,,,248 VOS Net A/S,
0.0048,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK041,8.3756,55.8502,,,6893,,2012-10-05,,,,,344 SE Net A/S,
0.0056,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.9551,55.0594,,,6240,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.9973,55.6953,,,7250,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.7903,56.6431,,,9500,,2012-10-05,,,,,149 ELRO Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.7903,56.6431,,,9500,,2012-10-05,,,,,044 HEF Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,9.8068,56.1502,,,8670,,2012-10-05,,,,,145 GE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.25,55.8398,,,7323,,2012-10-05,,,,,246 MES Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.0632,55.3657,,,6630,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.4174,55.0443,,,6200,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.5971,56.7262,,,9610,,2012-10-05,,,,,044 HEF Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.8618,56.769,,,9510,,2012-10-05,,,,,044 HEF Net A/S,
0.0058,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.4722,55.4904,,,6000,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.0034,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.0693,55.1886,,,6520,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.769,55.1574,,,6780,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.0693,55.1886,,,6520,,2012-10-05,,,,,344 SE Net A/S,
0.0057,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.0693,55.1886,,,6520,,2012-10-05,,,,,344 SE Net A/S,
0.005,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.4722,55.4904,,,6000,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.2018,55.6336,,,6855,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.8722,54.952,,,6440,,2012-10-05,,,,,344 SE Net A/S,
0.0055,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK01,DK013,12.6136,56.0361,,,3000,,2012-10-05,,,,,757 Forsyning Helsingør Elnet A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.9909,56.9943,,,9260,,2012-10-05,,,,,044 HEF Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.4722,55.4904,,,6000,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.301,55.618,,,6040,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK01,DK013,12.3008,55.9279,,,3400,,2012-10-05,,,,,755 Verdo Hillerød El-Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK041,9.0127,56.2042,,,7451,,2012-10-05,,,,,396 Sunds Elforsyning,
0.003,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.2583,56.9625,,,9670,,2012-10-05,,,,,023 Nyfors Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.4046,57.5925,,,9982,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.0033,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,10.1128,56.1938,,,8381,,2012-10-05,,,,,145 GE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,10.3204,56.3155,,,8543,,2012-10-05,,,,,149 ELRO Net A/S,
0.0053,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.487,55.3582,,,6070,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,9.8632,56.2576,,,8450,,2012-10-05,,,,,145 GE Net A/S,
0.005,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.8667,54.9331,,,6270,,2012-10-05,,,,,344 SE Net A/S,
0.0073,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,9.8949,56.3903,,,8870,,2012-10-05,,,,,149 ELRO Net A/S,
0.0055,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.5144,56.80399999999999,,,9600,,2012-10-05,,,,,014 Hornum El-forsyning Netvirksomhed A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.5144,56.80399999999999,,,9600,,2012-10-05,,,,,014 Hornum El-forsyning Netvirksomhed A/S,
0.004,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.6043,55.7172,,,6862,,2012-10-05,,,,,344 SE Net A/S,
0.004,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.5144,56.80399999999999,,,9600,,2012-10-05,,,,,084 Aars El-forsyning - Net,
0.003,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.5144,56.80399999999999,,,9600,,2012-10-05,,,,,084 Aars El-forsyning - Net,
0.0043,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.5144,56.80399999999999,,,9600,,2012-10-05,,,,,084 Aars El-forsyning - Net,
0.0055,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.5144,56.80399999999999,,,9600,,2012-10-05,,,,,084 Aars El-forsyning - Net,
0.005,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.9551,55.0594,,,6240,,2012-10-05,,,,,344 SE Net A/S,
0.0052,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.7408,55.0573,,,6430,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.1457,57.1647,,,9320,,2012-10-05,,,,,023 Nyfors Net A/S,
0.0042,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.5144,56.80399999999999,,,9600,,2012-10-05,,,,,084 Aars El-forsyning - Net,
0.004,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.6392,56.9815,,,9240,,2012-10-05,,,,,015 Nibe Elforsyning Net A.m.b.a,
0.0038,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.6392,56.9815,,,9240,,2012-10-05,,,,,015 Nibe Elforsyning Net A.m.b.a,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.5144,56.80399999999999,,,9600,,2012-10-05,,,,,084 Aars El-forsyning - Net,
0.0048,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.4807,55.6211,,,6800,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,10.0379,56.537,,,8981,,2012-10-05,,,,,149 ELRO Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.0176,55.4819,,,6650,,2012-10-05,,,,,344 SE Net A/S,
0.0042,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.25,55.8398,,,7323,,2012-10-05,,,,,246 MES Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.6685,55.4187,,,6710,,2012-10-05,,,,,344 SE Net A/S,
0.0059,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.9123,55.754,,,7200,,2012-10-05,,,,,341 GEV NET A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,10.0344,56.2133,,,8471,,2012-10-05,,,,,145 GE Net A/S,
0.005,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,10.0344,56.2133,,,8471,,2012-10-05,,,,,145 GE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.9187,55.5109,,,6670,,2012-10-05,,,,,344 SE Net A/S,
0.003,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK041,8.5,55.95,,,6900,,2012-10-05,,,,,392 Borris El-Forsyning,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.8925,56.8363,,,9520,,2012-10-05,,,,,044 HEF Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,8.6949,56.9552,,,7700,,2012-10-05,,,,,331 Thy-Mors Energi Elnet A/S,
0.0032,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,10.6821,56.1944,,,8400,,2012-10-05,,,,,151 NRGi Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK041,8.857,56.0317,,,6933,,2012-10-05,,,,,394 Kibæk Elværk Amba,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.1167,57.3833,,,9830,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.0047,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.7903,56.6431,,,9500,,2012-10-05,,,,,044 HEF Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,10.248,56.1972,,,8240,,2012-10-05,,,,,151 NRGi Net A/S,
0.0055,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,9.8068,56.1502,,,8670,,2012-10-05,,,,,145 GE Net A/S,
0.0045,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK031,10.7234,55.1197,,,5883,,2012-10-05,,,,,533 SEF Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.9823,57.4642,,,9800,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.0035,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.1457,57.1647,,,9320,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.8667,54.9331,,,6270,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK02,DK022,11.2903,55.5116,,,4270,,2012-10-05,,,,,740 SEAS-NVE Net A/S,
0.0049,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.7526,55.5657,,,7000,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.0038,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.4898,55.2538,,,6100,,2012-10-05,,,,,344 SE Net A/S,
0.0024,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.5357,55.7093,,,7100,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.004,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.7526,55.5657,,,7000,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.5357,55.7093,,,7100,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.0052,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.5357,55.7093,,,7100,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.0055,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.301,55.618,,,6040,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.3122,55.558,,,6064,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.8074,54.9093,,,6400,,2012-10-05,,,,,344 SE Net A/S,
0.0036,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.7903,54.994,,,6470,,2012-10-05,,,,,344 SE Net A/S,
0.0036,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.8074,54.9093,,,6400,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.2992,55.4838,,,6640,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.7408,55.0573,,,6430,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.2031,57.4712,,,9870,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.1379,55.4812,,,6600,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK031,10.2694,55.382,,,5500,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.1457,57.1647,,,9320,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.9233,56.9733,,,9220,,2012-10-05,,,,,052 Elforsyningen AKE El-Net,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK01,DK014,14.7066,55.1009,,,3700,,2012-10-05,,,,,911 Østkraft Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK01,DK014,15.1306,55.0607,,,3730,,2012-10-05,,,,,911 Østkraft Net A/S,
0.0052,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK01,DK014,14.7066,55.1009,,,3700,,2012-10-05,,,,,911 Østkraft Net A/S,
0.0055,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.5225,57.3319,,,9300,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.7526,55.5657,,,7000,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.9592,57.5881,,,9850,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.4037,57.1487,,,9340,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,10.5836,56.3606,,,8560,,2012-10-05,,,,,151 NRGi Net A/S,
0.0055,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.9823,57.4642,,,9800,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.003,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.1457,57.1647,,,9320,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.5366,57.4407,,,9900,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.7903,54.994,,,6470,,2012-10-05,,,,,344 SE Net A/S,
0.0052,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.2929,57.1604,,,9330,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.004,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.2929,57.1604,,,9330,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.2929,57.1604,,,9330,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.0033,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK031,10.2694,55.382,,,5500,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.2036,57.5521,,,9881,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.487,55.3582,,,6070,,2012-10-05,,,,,344 SE Net A/S,
0.005,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.487,55.5649,,,6051,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.0052,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.5366,57.4407,,,9900,,2012-10-05,,,,,031 Nord Energi Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.2952,55.7798,,,6830,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,8.5613,56.7536,,,7960,,2012-10-05,,,,,331 Thy-Mors Energi Elnet A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.2076,55.5253,,,6621,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.1198,55.5529,,,6857,,2012-10-05,,,,,344 SE Net A/S,
0.0055,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.7903,56.6431,,,9500,,2012-10-05,,,,,044 HEF Net A/S,
0.038,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,9.6954,55.8024,,,8723,,2012-10-05,,,,,245 NRGi Net A/S Horsens,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.4862,55.758,,,7120,,2012-10-05,,,,,245 NRGi Net A/S Horsens,
0.005,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK031,10.2694,55.382,,,5500,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.1379,55.4812,,,6600,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.0042,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.8667,54.9331,,,6270,,2012-10-05,,,,,344 SE Net A/S,
0.0035,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,8.6949,56.9552,,,7700,,2012-10-05,,,,,042 Thy-Mors Energi Elnet A/S,
0.003,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.2664,57.0813,,,9690,,2012-10-05,,,,,042 Thy-Mors Energi Elnet A/S,
0.003,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,8.6949,56.9552,,,7700,,2012-10-05,,,,,042 Thy-Mors Energi Elnet A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,9.6392,56.9815,,,9240,,2012-10-05,,,,,044 HEF Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK031,10.6068,55.0598,,,5700,,2012-10-05,,,,,533 SEF Net A/S,
0.0036,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.2992,55.4838,,,6640,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,10.2644,56.2136,,,8250,,2012-10-05,,,,,151 NRGi Net A/S,
0.0035,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.6685,55.4187,,,6710,,2012-10-05,,,,,344 SE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,8.6206,56.9189,,,7790,,2012-10-05,,,,,331 Thy-Mors Energi Elnet A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,8.5244,56.8924,,,7752,,2012-10-05,,,,,331 Thy-Mors Energi Elnet A/S,
0.0053,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.2843,55.4276,,,6580,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.0059,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,9.4722,55.4904,,,6000,,2012-10-05,,,,,244 TRE-FOR El-net A/S,
0.0055,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK05,DK050,10.1457,57.1647,,,9320,,2012-10-05,,,,,023 Nyfors Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,10.05,56.35,,,8464,,2012-10-05,,,,,145 GE Net A/S,
0.006,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK03,DK032,8.9123,55.754,,,7200,,2012-10-05,,,,,344 SE Net A/S,
0.0055,Renewable energy,Solar,,Photovoltaics,Energinet.dk,DK0,DK04,DK042,10.1057,56.1531,,,8220,,2012-10-05,,,,,143 Brabrand Net A/S,
