electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,municipality_code,postcode,address,commissioning_date,hub_height,rotor_diameter,model,gsrn_id,dso,manufacturer
0.4,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.28000820432192,56.25596186375252,Holstebro,661.0,,"Madum by, Madum 36a",1978-06-01,54.0,54.0,Ukendt-Tvind,570715000000041344,,Tvind
0.023,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.61100439052947,56.05884501696325,Ringkøbing-Skjern,760.0,,,1978-09-04,18.0,12.0,Ukendt-Ukendt,570715000000040064,,
0.019,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.43430839640286,56.34248376610078,Syddjurs,706.0,,,1979-01-02,20.0,10.0,18 SP,570715000000021440,,Odder
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.3990655481366,55.9861639464014,Ringkøbing-Skjern,760.0,,Dejbjerg Præstegård 3a,1979-08-16,19.0,16.0,V 55-16 kW,570715000000040768,,Vestas Wind Systems A/S
0.011,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,9.55986526806569,56.56817061864422,Viborg,791.0,,,1979-11-09,15.0,15.0,KE 15/4-Kuriant,570715000000014336,,Kuriant
0.022,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.3075664367149,55.65892440269854,Varde,573.0,,,1979-11-09,0.1,0.1,Ukendt-Ukendt,570715000000032768,,
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,9.68569948641276,55.94269058106291,Horsens,615.0,,Underup by / Underup sogn 5b,1980-01-03,23.0,15.3,V 15 55/15 ,570715000000026752,,Vestas Wind Systems A/S
0.03,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.59947195950021,55.80442082908555,Samsø,741.0,,"Brundby by, Tranebjerg 14l",1980-06-16,18.0,10.0,30-Sonebjerg,570715000000022016,,Sonebjerg
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.63196771507927,55.88691741323871,Odsherred,306.0,,"Nr. Asmindrup By, Nr. Asmindrup 5a",1980-06-27,22.0,15.0,V 55-16 ,570714700000005888,,Vestas Wind Systems A/S
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.903915304858,57.4228005056077,Hjørring,860.0,,"Sdr. Harritslev By, Harritslev 14a",1980-07-09,18.0,14.0,VM 18/7-55,570715000000002368,,Wind-Matic/Riisager Møllen
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.26333414090704,57.12153616737322,Brønderslev,810.0,,"Bolleenge, Dronninglund 1",1980-10-01,22.0,15.0,Ukendt-Vestas,570715000000011968,,Vestas Wind Systems A/S
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK01,DK014,14.79496538339973,55.21502861274382,Bornholm,400.0,,Klemensker 11a,1980-10-01,18.0,0.1,Ukendt-Vestas,570714700000011328,,Vestas Wind Systems A/S
0.022,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.41489936555613,55.95794471441793,Odsherred,306.0,,,1981-01-22,18.0,10.0,22-Kongsted,570714700000005888,,Kongsted
0.011,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,9.48327126788636,56.48651876339749,Viborg,791.0,,,1981-01-23,16.0,10.0,Ukendt-J S Dana,570715000000014208,,J S Dana
0.018,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.72238735760135,56.45030713111402,Holstebro,661.0,,,1981-02-15,19.0,10.8,KE 18/4 EH-Kuriant,570715000000036032,,Kuriant
0.022,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.41337820545688,55.95287636168811,Odsherred,306.0,,,1981-02-19,18.0,10.0,22-Kongsted,570714700000005888,,Kongsted
0.022,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.62082220299214,56.00333387980583,Ringkøbing-Skjern,760.0,,,1981-03-01,19.0,12.0,V 12,570715000000039872,,Vestas Wind Systems A/S
0.022,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.10742591490495,55.09982235831465,Faaborg-Midtfyn,430.0,,,1981-03-02,18.0,10.0,Ukendt-Ukendt,571313155200157056,,
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.7225897903462,54.8894014576276,Langeland,482.0,,"Herslev By, Lindelse 3b",1981-04-29,18.0,15.0,HVK 55,570715000000051776,,Vestas Wind Systems A/S
0.022,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,,,Thisted,787.0,,,1981-05-15,18.5,10.0,22-Smedemester,570715000000029696,,Smedemester
0.022,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,8.41941499872261,56.69702210091864,Thisted,787.0,,Ydby by 10a,1981-05-15,18.5,10.0,22-Smedemester,570715000000029696,,Smedemester
0.0185,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,12.19809609069422,55.2826899615895,Faxe,320.0,,,1981-08-03,18.0,11.0,Ukendt-Ukendt,570714700000006592,,
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.3868033472342,55.96013987092335,Odsherred,306.0,,"Overby By, Odden 12a",1981-09-21,18.0,15.0,V 55-16 ,570714700000005952,,Vestas Wind Systems A/S
0.0185,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,9.81587225560407,55.53056074354092,Middelfart,410.0,,,1981-10-07,20.0,11.0,KE 15/4-Kuriant,570715000000027456,,Kuriant
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,9.72189835684612,55.96657335824722,Horsens,615.0,,"Vestbirk By, Vestbirk 5a",1981-10-12,24.0,15.5,V 55-15 ,570715000000026752,,Vestas Wind Systems A/S
0.025,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.20997818174845,54.82711811622518,Lolland,360.0,,,1981-11-09,18.0,10.0,HVK 10,570714700000006656,,Vestas Wind Systems A/S
0.045,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK021,11.86350009198028,55.60142870334627,Lejre,350.0,,Nr. Hvalsø 9a,1982-01-21,20.5,18.0,NTK 55/11,570714700000004736,,Nordtank
0.015,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.78447590179172,56.96947599352743,Ålborg,851.0,,,1982-02-03,18.0,11.0,18-Bosted,570715000000006336,,Bosted
0.015,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.09196141903328,55.26962438508343,Assens,420.0,,,1982-02-03,18.0,10.0,KE 15/4-Kuriant,570715000000054272,,Kuriant
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.21575509624083,55.28168517646076,Assens,420.0,,"Verninge By, Verninge 11b",1982-03-01,22.0,15.0,Ukendt-Vestas,570715000000052928,,Vestas Wind Systems A/S
0.0185,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.62657503449154,56.07881149490625,Ringkøbing-Skjern,760.0,,,1982-03-09,17.5,11.0,KE 15/4-Kuriant,570715000000040064,,Kuriant
0.015,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.31498854723071,55.23820198267357,Slagelse,330.0,,,1982-04-01,18.0,11.0,TYPE 2,570714700000006592,,POULSEN
0.022,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.83121078233946,56.62518658052779,Skive,779.0,,,1982-04-21,20.5,10.0,NTK 22,570715000000015744,,Nordtank
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK01,DK013,11.93514512799307,55.75782532937847,Frederikssund,250.0,,Røgerup 2d,1982-04-27,22.0,17.0,V 17-75 ,570714700000005056,,Vestas Wind Systems A/S
0.044,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.7234009269585,55.49217778299492,Esbjerg,561.0,,Terp By 3m,1982-04-28,0.1,0.1,Ukendt-Ukendt,570715000000033024,,
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.55437842794172,55.95412736050411,Samsø,741.0,,"Nordby by, Nordby 22a",1982-05-14,22.0,15.0,HVK 15,570715000000022016,,Vestas Wind Systems A/S
0.022,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.72983253145077,56.39131719374785,Holstebro,661.0,,,1982-06-15,18.0,10.0,22-Smedemester,570715000000036032,,Smedemester
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.29256611460009,55.70534441942205,Varde,573.0,,Dyreby By 4g,1982-06-29,0.1,0.1,Ukendt-Ukendt,570715000000032704,,
0.015,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.1511888957702,55.53705205662942,Nordfyns,480.0,,,1982-10-01,18.0,10.8,KE 18/4 EH-Kuriant,570715000000052928,,Kuriant
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.09602681683026,54.89723261260409,Lolland,360.0,,Købelev 13a,1982-12-13,18.0,15.3,V 55-11 ,570714700000006784,,Vestas Wind Systems A/S
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.52141174281267,54.69220950155096,Lolland,360.0,,Fuglse 1a,1983-01-25,22.0,17.0,V 17-75 ,570714700000006784,,Vestas Wind Systems A/S
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.2455496685071,55.73582154681383,Varde,573.0,,Kirkeby By 6d,1983-02-28,23.0,15.4,V 15,570715000000032704,,Vestas Wind Systems A/S
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.56655272804767,55.96994004873697,Samsø,741.0,,"Onsbjerg by, Onsbjerg 21d",1983-04-28,18.0,13.0,T 202,570715000000022016,,Swinger
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.38766748323459,55.23066240192971,Slagelse,330.0,,"Lundby By, Skælskør 27a",1983-05-02,18.0,10.0,22-Sonebjerg,570714700000006848,,Sonebjerg
0.011,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,8.39645905659425,56.76984787785555,Thisted,787.0,,,1983-05-15,12.5,8.6,THY 11,570715000000029760,,THY møllen Aps
0.015,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.81064065108863,56.53883133121165,Holstebro,661.0,,,1983-05-27,18.5,10.0,KE 15/4-Kuriant,570715000000015808,,Kuriant
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.02972941169462,55.71224727494734,Kalundborg,326.0,,"Nyrup By, Raklev 8c",1983-09-05,18.0,15.0,V 55-16 ,570714700000005952,,Vestas Wind Systems A/S
0.018,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,8.62169794847433,56.91707376008267,Thisted,787.0,,,1983-10-10,24.0,11.0,KE 18/4 EH-Bosted,570715000000005056,,Bosted
0.045,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,12.16124707228205,54.89613757635716,Vordingborg,390.0,,"Hårbølle, Askeby 4a",1983-11-08,24.0,15.7,Ukendt-Nordtank,570714700000006848,,Nordtank
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,12.2784071185712,55.00229842006514,Vordingborg,390.0,,Stege Markjorder 113e,1983-11-10,25.0,17.0,Ukendt-Ukendt,570714700000006912,,
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.41094289849675,56.56158952709583,Lemvig,665.0,,"Kongensgård Hdg., Nr. Nissum 1ih",1983-11-15,22.6,15.0,V 55-15 ,570715000000036096,,Vestas Wind Systems A/S
0.03,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,9.90755817907319,55.73666940843039,Hedensted,766.0,,"Breth By, Barrit 6g",1984-01-03,18.0,10.0,HVK 30,570715000000025024,,Vestas Wind Systems A/S
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.41563921703909,55.89093462456425,Ringkøbing-Skjern,760.0,,Lønborggård Hgd 34c,1984-03-19,0.1,0.1,Ukendt-Ukendt,570715000000032704,,
0.022,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.66668204988145,55.09505884474669,Tønder,550.0,,,1984-04-12,18.5,10.0,Ukendt-Beck Ballum,570715000000047360,,Beck Ballum
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK01,DK013,12.26830395778497,55.86909009391482,Hillerød,219.0,,Uvelse 12d,1984-05-14,22.6,15.0,V 55-15 ,570714700000004992,,Vestas Wind Systems A/S
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.36160176419598,54.95984708890608,Lolland,360.0,,Fejø 46c,1984-06-26,18.0,17.0,V 55-11 ,570714700000006912,,Vestas Wind Systems A/S
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.70019271124745,55.23783553491553,Næstved,370.0,,"Fodby,Næstved 16 m.fl",1984-10-01,24.5,17.0,18-75,570714700000006976,,Vestas Wind Systems A/S
0.015,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.62100572727001,56.0735659382349,Ringkøbing-Skjern,760.0,,,1984-10-11,18.0,18.0,KE 15,570715000000040128,,Kuriant
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.86818448314211,56.71075448606999,Skive,779.0,,"Vile by, Vile 1a",1984-11-21,24.5,16.0,NTK 55/10,570715000000015872,,Nordtank
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.2430975730476,55.33541476910392,Slagelse,330.0,,"Ormeslev By, Vemmelev 16m",1984-11-24,18.0,16.0,NTK 55/11,570714700000005632,,Nordtank
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.57998123819943,56.52604743747799,Struer,671.0,,"Brejnholt, Humlum 1a",1985-01-15,23.5,17.0,V 17-75 ,570715000000036096,,Vestas Wind Systems A/S
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.02433650557461,54.7830104649438,Lolland,360.0,,Kallehavegård/Kappel 1,1985-02-01,24.0,17.0,V 17-75 ,570714700000007040,,Vestas Wind Systems A/S
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK01,DK013,12.25691138364841,55.72417112470662,Egedal,240.0,,Edelgave Hovedgård 1a,1985-02-06,22.0,17.0,V 17-75 ,570714700000004416,,Vestas Wind Systems A/S
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,9.54550699420817,55.82888212520352,Hedensted,766.0,,Ølholm By 8b,1985-03-18,24.0,17.0,V 17-75 ,570715000000026816,,Vestas Wind Systems A/S
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.25782488285109,55.3917271605179,Slagelse,330.0,,"Forlev By, Vemmelev 14",1985-04-23,22.5,17.0,V 17,570714700000005632,,Vestas Wind Systems A/S
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK01,DK013,11.98217455575942,55.83277105340655,Frederikssund,250.0,,Over Dråby 3a,1985-05-08,22.0,15.0,V 55-11 ,570714700000005056,,Vestas Wind Systems A/S
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,9.91421746047697,55.75201539453688,Hedensted,766.0,,"Gramrode By, Rårup 6ap",1985-06-12,23.0,17.0,VM 17 S,570715000000025024,,Windmatic
0.076,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,8.41188520733621,56.6943517454806,Thisted,787.0,,Ydby by 14a,1985-06-15,12.0,8.0,FC 4000,570715000000029696,,Nordvestjysk Folkecenter
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK01,DK013,12.24343436609376,55.74671003119871,Egedal,240.0,,Veksø 12f,1985-10-02,22.0,15.0,V 55-11 ,570714700000004992,,Vestas Wind Systems A/S
0.065,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.73513983129981,55.26751934143306,Næstved,370.0,,Rislev 12a,1985-11-01,24.0,17.0,Ukendt-Vestas,570714700000007168,,Vestas Wind Systems A/S
0.025,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.61861955358026,55.87877027040294,Odsherred,306.0,,,1985-11-21,18.0,15.0,V 16,570714700000005504,,Vestas Wind Systems A/S
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.61896361817962,54.80281728285404,Guldborgsund,376.0,,Sakskøbing Markjorde 00225a,1986-01-01,24.5,23.0,B-100-1 REV.4,570714700000013696,,Danregn Vindkraft
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.03155829108262,55.71162871102789,Kalundborg,326.0,,"Nyrup By, Raklev 7a",1986-05-05,18.0,15.0,V 55-16 ,570714700000005952,,Vestas Wind Systems A/S
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.03257410560688,55.71277208663467,Kalundborg,326.0,,"Nyrup By, Raklev 8c",1986-05-05,18.0,15.0,V 55-16 ,570714700000005952,,Vestas Wind Systems A/S
0.095,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,8.33687138630174,56.80041996703662,Thisted,787.0,,Vestervig 32b,1986-05-15,24.5,19.0,99-BONUS,570715000000029824,,BONUS
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.2622967447515,56.1427985070548,Ringkøbing-Skjern,760.0,,"Den mellemste del, Hee sogn 9b",1986-05-16,22.5,17.0,V 17-75 ,570715000000040000,,Vestas Wind Systems A/S
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,9.82201688336134,55.40981018121155,Middelfart,410.0,,"Føns By, Føns 13m",1986-05-26,22.5,17.0,V 55-16 ,570715000000054336,,Vestas Wind Systems A/S
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.71904654029654,56.45661496572161,Holstebro,661.0,,"Handbjerg Hovedgård, Handbjerg 13a",1986-06-15,22.5,17.0,V 17-75 ,570715000000036224,,Vestas Wind Systems A/S
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.64613358505641,55.85386448701576,Odsherred,306.0,,"Eskildstrup By, Vig 6f",1986-07-10,18.0,17.0,V 17-55 ,570714700000006272,,Vestas Wind Systems A/S
0.018,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.2410974130377,55.24152783554746,Slagelse,330.0,,,1986-12-01,18.0,11.0,Ukendt-Ukendt,570714700000007296,,
0.09,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.26904870523963,57.52776101925227,Hjørring,860.0,,"Måstrup By, Mosbjerg 10a",1987-02-27,22.5,17.5,Ukendt-Vestas,570715000000003456,,Vestas Wind Systems A/S
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.77226044121004,56.46321630825226,Holstebro,661.0,,"Bjert By, Sahl 2b",1987-04-01,30.8,17.0,17 S,570715000000043584,,Windmatic
0.075,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.7702631583451,56.4621726965098,Holstebro,661.0,,"Bjert By, Sahl 16a",1987-04-01,30.8,17.0,17 S,570715000000043520,,Windmatic
0.095,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK021,11.8464508352682,55.63922904847226,Lejre,350.0,,Vester Såby 31e,1987-04-13,24.5,18.0,95-20  ,570714700000004736,,BONUS
0.09,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,8.58714604496936,57.00739193514602,Thisted,787.0,,Vandet 7a,1987-04-15,24.0,18.8,V 19-90 ,570715000000030208,,Vestas Wind Systems A/S
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.46023048364889,57.28692979624572,Frederikshavn,813.0,,"St. Ørtoft, Volstrup 6c",1987-07-01,30.0,22.4,Ukendt-Ukendt,570715000000011840,,
0.022,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.36345585464237,55.35994142419055,Slagelse,330.0,,,1987-07-02,24.0,10.8,22-Reymo,570714700000006336,,Reymo
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,12.0695194717753,55.10662570675886,Vordingborg,390.0,,"Endegårde, Skibinge 4c",1987-09-04,24.5,23.0,150/30 kW,570714700000007680,,BONUS
0.09,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.27130981111986,57.36088264007326,Frederikshavn,813.0,,"Gersholt, Torslev 1a",1987-10-14,22.5,17.5,Ukendt-Vestas,570715000000003264,,Vestas Wind Systems A/S
0.095,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.42137553474935,55.73826056801423,Varde,573.0,,Frøstrup Hgd 5h,1987-10-19,0.1,0.1,Ukendt-Vestas,570715000000032768,,Vestas Wind Systems A/S
0.099,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.60313979536507,55.19601457974836,Næstved,370.0,,"Karrebækstorp By, Karrebæk 1b",1987-11-01,30.0,19.0,VM 19 S,570714700000007680,,Windmatic
0.095,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.27486071295006,55.74960495377727,Horsens,615.0,,"Endelave By, Endelave 20k",1987-11-12,24.0,19.4,Ukendt-BONUS,570715000000024960,,BONUS
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.91204582122493,54.61056301694789,Guldborgsund,376.0,,Gedesby By Og Sogn 8a,1987-11-18,24.5,23.0,150   - MK l,570714700000008704,,BONUS
0.095,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.15303612361178,55.15525956871699,Slagelse,330.0,,Omø By Og Sogn 19e,1987-12-01,24.0,19.0,DW 95,570714700000007616,,Tellus
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,8.70030633063053,56.87043911063172,Morsø,773.0,,Solbjerg 10a,1987-12-17,30.0,25.0,V 25-200 ,570715000000028032,,Vestas Wind Systems A/S
0.16,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.07626183554071,55.24316487238586,Haderslev,510.0,,Skibelund 160,1987-12-28,30.0,23.2,WW 2320-160 ,570715000000045184,,Wind World
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.38888938014468,55.55101958792129,Kolding,621.0,,Ferup 7m,1988-01-03,30.0,21.8,VS 150 ,570715000000024704,,Vindsyssel
0.225,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.14300392821591,55.60831429803282,Kalundborg,326.0,,"Svallerup By, Svallerup 18c",1988-01-08,30.0,27.0,DK 22-Norwin,570714700000006080,,Norwin
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.14081909858979,55.60789382092177,Kalundborg,326.0,,"Svallerup By, Svallerup 18c",1988-01-08,30.2,24.0,3 bladet stallreguleret,570714700000006080,,Norwin
0.018,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.37593112506215,57.35686878288438,Frederikshavn,813.0,,,1988-02-01,0.1,0.1,Ukendt-Ukendt,570715000000003072,,
0.18,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.74964422535276,55.10232917785532,Tønder,550.0,,Randerup 115,1988-02-01,30.0,23.2,DW 23-180  ,570715000000046976,,Danwin
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.68367026382644,56.11604481656693,Ringkøbing-Skjern,760.0,,Barde By 8b,1988-02-16,20.0,28.0,VM 17,570715000000043904,,Windmatic
0.18,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.89730822881457,57.26368261591162,Læsø,825.0,,Vesterø 113bl,1988-03-01,30.0,23.2,DW 23-Danwin,570715000000012736,,Danwin
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,9.70341103247217,55.9148723549218,Horsens,615.0,,"ENNER BY, TAMDRUP 7e",1988-03-07,24.0,23.0,150 kW,570715000000026304,,BONUS
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.55371020307858,55.13582564368041,Svendborg,479.0,,"Vandmose Huse, Lunde 33g",1988-03-14,18.0,16.0,Ukendt-NEG Micon,570715000000052544,,NEG Micon
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.48643576386344,57.38321166399789,Frederikshavn,813.0,,"Den nordøstlige Del, Understed 30a",1988-03-15,30.0,25.0,V 25-200 ,570715000000002816,,Vestas Wind Systems A/S
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.69806844920471,55.37112240850961,Næstved,370.0,,Glumsø 6a,1988-03-18,31.0,22.0,VS 150  DK 22,570714700000007936,,Vindsyssel
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.39565089459651,55.84608037425906,Vejle,630.0,,Knude Huse 1c,1988-03-22,30.0,27.0,N 200,570715000000025344,,Nordex
0.0185,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.08223410004926,55.9170973735251,Kalundborg,326.0,,,1988-03-23,18.6,10.8,"18,5-Reymo",570714700000006400,,Reymo
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.70131864685509,55.74513153139741,Holbæk,316.0,,"Hørby By, Hørby 7c",1988-03-29,30.0,24.0,DK 22-Dan Force,570714700000005760,,Dan Force
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.69874598678496,55.74476705371181,Holbæk,316.0,,"Hørby By, Hørby 7a",1988-03-30,26.0,21.8,DK 22-Dan Force,570714700000005760,,Dan Force
0.095,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK021,12.09634528474748,55.68381951206845,Roskilde,265.0,,Veddelev 15a,1988-04-01,28.0,19.0,TE 95,570714700000004608,,Tellus
0.175,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.61320554643544,57.05404406431014,Jammerbugt,849.0,,Hvolgård 13a,1988-04-06,29.0,23.5,D 150,570715000000000192,,DWP
0.175,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.6145854814207,57.05321036036653,Jammerbugt,849.0,,Hvolgård 13a,1988-04-06,29.0,23.5,D 150,570715000000000192,,DWP
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.6483829556373,57.12088899275025,Jammerbugt,849.0,,Røgild by 4a,1988-04-08,30.0,25.0,V 25-200 ,570715000000000128,,Vestas Wind Systems A/S
