electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,postcode,region,locality,owner,site_name
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.6494,49.9259,Chrudim,538 03,Pardubický,Heřmanův Městec,,FVE Pravda
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.6333,50.15,Praha-východ,250 91,Středočeský,Jenštejn,,"FVE Kalaš, Dehtáry 37"
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,17.6833,50.2833,Bruntál,793 99,Moravskoslezský,Osoblaha,Freitag Utility Construction s.r.o.,"FV6-F002 Osoblaha, plochá střecha I 29,925 kWp"
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.8771,49.0813,Zlín,763 21,Zlínský,Slavičín,Freitag Utility Construction s.r.o.,"FV6-F038 Slavičín II., plochá střecha FUC 29,925 kW"
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,12.9833,49.7167,Tachov,349 61,Plzeňský,Kladruby,Freitag Utility Construction s.r.o.,"FV6-F017 Kladruby MŠ II FUC 19,92 kWp"
0.023,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,12.9833,49.7167,Tachov,349 61,Plzeňský,Kladruby,Freitag Utility Construction s.r.o.,"FV6-F021 Kladruby ZŠ sportovní hala FUC 23,28 kWp"
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.8833,49.0,Břeclav,691 72,Jihomoravský,Klobouky u Brna,Freitag Utility Construction s.r.o.,"FV6-F027 Klobouky u Brna I FUC 29,925 kWp"
0.029,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.0,49.3667,Pelhřimov,394 94,Vysočina,Černovice,Freitag Utility Construction s.r.o.,"FV6-F042 Černovice III západ FUC 28,8 kWp"
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.5,49.0333,Uherské Hradiště,686 04,Zlínský,Kunovice,Freitag Utility Construction s.r.o.,"FV6-F033 Kunovice III FUC 29,925 kWp"
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ051,15.2358,50.7369,Jablonec nad Nisou,468 51,Liberecký,Smržovka,Freitag Utility Construction s.r.o.,"FV6F050 Smržovka III FUC 9,87 kWp"
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,14.3667,50.4833,Litoměřice,411 08,Ústecký,Štětí,Freitag Utility Construction s.r.o.,"FV6-F046 Štětí III., nízká budova FUC 9,87 kWp"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.4833,49.8,Plzeň-sever,330 11,Plzeňský,Třemošná,,FVE - Spišák
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.3088,49.383,Klatovy,339 01,Plzeňský,Klatovy,,FVE Štuiber
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.5833,49.6,Plzeň-jih,335 61,Plzeňský,Spálené Poříčí,,FVE Pavel Vyskočil
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.9,49.2,Třebíč,674 01,Vysočina,Třebíč,,Erbenova ulice
0.029,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.775,50.05,Pardubice,530 09,Pardubický,Pardubice,AUTO IN s.r.o.,AUTO IN
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.9167,49.9333,Chrudim,538 51,Pardubický,Chrast,,FOTOVOLTAICKÝ SYSTÉM NA RD Č.P. 571
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.0833,50.2667,Rychnov nad Kněžnou,517 73,Královéhradecký,Opočno,"ŠTĚPÁNEK, spol. s r.o.","FVE 7,92 kWp na střeše objektu čp. 460"
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,16.5667,50.0667,Ústí nad Orlicí,561 64,Pardubický,Jamné nad Orlicí,Ru-Ka spol. s r.o.,Ru-Ka spol. s r.o.
0.012,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.0833,50.3167,Náchod,549 06,Královéhradecký,Bohuslavice,M JINDRA s.r.o.,M JINDRA s.r.o.
0.012,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.05,50.2333,Rychnov nad Kněžnou,517 71,Královéhradecký,Rohenice,M JINDRA s.r.o.,M JINDRA s.r.o.
0.014,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.0833,50.3167,Náchod,549 06,Královéhradecký,Bohuslavice,M JINDRA s.r.o.,M JINDRA s.r.o.
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.05,49.8667,Ostrava-město,747 64,Moravskoslezský,Horní Lhota,,HORNÍ LHOTA
0.014,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,17.95,49.8167,Opava,747 41,Moravskoslezský,Hradec nad Moravicí,,TOMÁŠ MÜLLER
0.015,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,16.1333,49.75,Brno-město,612 00,Jihomoravský,Brno,Building Management Systems s.r.o.,FVE BMS BRNO EDISONOVA
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.85,50.4,Mladá Boleslav,294 31,Středočeský,Písková Lhota,,FVE Písková Lhota 17
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.5333,49.6333,Plzeň-město,332 04,Plzeňský,Losiná,,"FVE LUCIE SÝKOROVÁ 3,3 kWp"
0.028,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.6167,49.1333,Brno-venkov,664 42,Jihomoravský,Modřice,Almus energy s.r.o.,Almus 1
0.028,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.6167,49.1333,Brno-venkov,664 42,Jihomoravský,Modřice,Almus energy s.r.o.,Almus 2
0.028,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.5333,49.1667,Zlín,763 61,Zlínský,Napajedla,Almus energy s.r.o.,ALMUS ENERGY S.R.O. FVE 30KW
0.014,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.5667,49.7167,Havlíčkův Brod,583 01,Vysočina,Chotěboř,,Panský dům
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.5667,49.7167,Havlíčkův Brod,583 01,Vysočina,Chotěboř,,Parková
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.1167,50.0,Náchod,549 01,Královéhradecký,Nové Město nad Metují,,LENKA KRÝDOVÁ
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.8667,50.2833,Mladá Boleslav,294 71,Středočeský,Zdětín,,Beneš1
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,18.0333,49.4667,Vsetín,756 51,Zlínský,Zašová,,"FVE 4,6 kW Antonín Podzemný, Zašová 639, 756 51"
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.2667,49.0333,Prachatice,384 11,Jihočeský,Netolice,,FVE Netolice 619
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.5,49.0333,Uherské Hradiště,686 04,Zlínský,Uherské Hradiště,,FVE Míkovice
0.028,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.6167,49.1333,Brno-venkov,664 42,Jihomoravský,Modřice,"B & D Management, s.r.o.",BaD 1
0.028,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.6167,49.1333,Brno-venkov,664 42,Jihomoravský,Modřice,"B & D Management, s.r.o.",BaD 2
0.028,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.5333,49.1667,Zlín,763 61,Zlínský,Napajedla,"B & D Management, s.r.o.","B&amp;D MANAGEMENT, S.R.O. FVE 30KW"
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.8333,50.175,Hradec Králové,500 12,Královéhradecký,Hradec Králové,,Zdeněk Rufer
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.75,50.0667,Pardubice,533 53,Pardubický,Pardubice,,Ohrazenice 50
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ01,CZ010,14.3611,50.0167,,154 00,Hlavní město Praha,Praha,,FVE Slivenec
0.011,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.9667,50.5833,Náchod,550 01,Královéhradecký,Martínkovice,,FVE Martínkovice
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.5333,50.2,Hradec Králové,504 01,Královéhradecký,Nový Bydžov,,Miroslav Věchet
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.9,50.05,Pardubice,530 02,Pardubický,Jezbořice,,Jezbořice 112
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.2833,49.6667,Olomouc,783 14,Olomoucký,Bohuňovice,,FVE HYNEČEK
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.0333,49.3167,Domažlice,345 06,Plzeňský,Kdyně,,Družstevní 462
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.8667,50.1,Pardubice,533 04,Pardubický,Choteč,,Choteč 104
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,17.9167,49.8833,Opava,747 06,Moravskoslezský,Opava,,FVE Pavelek Podvihov
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ051,15.3167,50.5667,Semily,512 51,Liberecký,Lomnice nad Popelkou,VŮNĚ DŘEVA s.r.o.,Jilemnická
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,16.3167,49.9667,Ústí nad Orlicí,562 01,Pardubický,Ústí nad Orlicí,,FVE Dukelská
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.6667,49.6,Blansko,679 63,Jihomoravský,Velké Opatovice,RADEKOBYT s.r.o.,FVE RADEKOBYT s.r.o.
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.2667,49.2667,Kroměříž,768 02,Zlínský,Zdounky,,"FVE Zdounky,p. Vrška 29,925 kWp"
0.024,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.2667,49.2667,Kroměříž,768 02,Zlínský,Zdounky,,"FV6-199 Zdounky Vrška II, 23,520 kWp"
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.3833,50.3667,Mělník,277 04,Středočeský,Cítov,,ZDEŇKA HRSTKOVÁ
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.3833,49.6667,Havlíčkův Brod,582 91,Vysočina,Světlá nad Sázavou,"I. PARTNER CZ, s.r.o.",Pivnice Na Zastávce
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.1833,50.4667,Náchod,549 32,Královéhradecký,Velké Poříčí,,PAVEL KUHN
0.012,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.7875,49.9472,Chrudim,537 01,Pardubický,Chrudim,G I P S M O N T spol. s r.o. CHRUDIM,FVE GIPSMONT
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.55,50.1833,Hradec Králové,503 65,Královéhradecký,Kosičky,"Podnik pro výrobu vajec v Kosičkách, s.r.o.","Podnik pro výrobu vajec v Kosičkách, s.r.o."
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.55,50.1833,Hradec Králové,503 65,Královéhradecký,Kosičky,"Podnik pro výrobu vajec v Kosičkách, s.r.o.","Podnik pro výrobu vajec v Kosičkách, s.r.o."
0.015,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.55,50.1833,Hradec Králové,503 65,Královéhradecký,Kosičky,"Podnik pro výrobu vajec v Kosičkách, s.r.o.","Podnik pro výrobu vajec v Kosičkách, s.r.o."
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.1667,49.8417,Ostrava-město,708 00,Moravskoslezský,Ostrava,"UNTRACO, v.o.s.","FVE UNTRACO,v.o.s."
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ051,14.5667,50.7667,Česká Lípa,473 01,Liberecký,Nový Bor,,FVE Martin Jeřábek
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.4159,49.2266,České Budějovice,375 01,Jihočeský,Týn nad Vltavou,"K-V-K PROFITRADE, s.r.o.","K-V-K PROFITRADE, s.r.o."
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.2667,50.1833,Rychnov nad Kněžnou,516 01,Královéhradecký,Rychnov nad Kněžnou,,FVE MUDr. Luboš Hrbáč
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.4833,49.6333,Havlíčkův Brod,580 01,Vysočina,Havlíčkův Brod,,FVE - Václav Prchal
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,15.1667,49.95,Kutná Hora,285 02,Středočeský,Suchdol,,FVE SUCHDOL - KUTHAN
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,14.15,50.4,Litoměřice,411 18,Ústecký,Budyně nad Ohří,,FVE - Ing. Miroslav Frič
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.5,49.45,Blansko,679 71,Jihomoravský,Lhota u Lysic,,FVE - Lysice
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.05,49.2833,Klatovy,340 22,Plzeňský,Nýrsko,,Šumavské nábřeží 223
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.1667,50.45,Náchod,547 01,Královéhradecký,Náchod,,Jaroslav Balcar
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.1667,50.45,Náchod,547 01,Královéhradecký,Náchod,,Jaroslav Balcar
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.15,49.9333,Opava,747 11,Moravskoslezský,Kozmice,,Fotovoltaická elektrárna
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,15.15,50.2667,Nymburk,289 33,Středočeský,Křinec,,FVE Ke Štěpnici 392
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.2833,49.8333,Ostrava-město,710 00,Moravskoslezský,Ostrava,,U Nemocnice
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ01,CZ010,14.55,50.1,,198 00,Hlavní město Praha,Praha,,Ať nám slunce svítí
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.3667,49.7667,Frýdek-Místek,739 32,Moravskoslezský,Vratimov,,"FVE Vilová 170, Horní Datyně"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,18.1333,49.85,Ostrava-město,725 26,Moravskoslezský,Ostrava,,FVE Seidler
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.3,49.8833,Plzeň-sever,331 52,Plzeňský,Horní Bělá,,"FVE HANZLÍČEK 5,5 kWp"
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.3,49.7333,Olomouc,785 01,Olomoucký,Šternberk,,Waldemar Apeltauer
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,16.2667,49.75,Svitavy,572 01,Pardubický,Sádek,,FVE Tulis
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.7333,49.9833,Praha-východ,251 62,Středočeský,Tehovec,,FVE - Tehovec
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.8333,50.3333,Hradec Králové,503 03,Královéhradecký,Holohlavy,JIPA CZ s.r.o.,Holohlavy
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.8333,50.3333,Hradec Králové,503 03,Královéhradecký,Smiřice,JIPA CZ s.r.o.,Smiřice
0.011,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.5,49.0333,Uherské Hradiště,686 04,Zlínský,Podolí,,FVE Štěrbová Michaela
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,16.2667,49.9167,Ústí nad Orlicí,566 01,Pardubický,Vysoké Mýto,,RADOVAN TEJNORA
0.011,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.55,50.3167,Mělník,277 31,Středočeský,Velký Borek,,FVE Žežulka - Velký Borek
0.012,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.1667,50.45,Náchod,547 01,Královéhradecký,Náchod,,RODINNÝ DŮM
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.7875,49.9472,Chrudim,537 01,Pardubický,Chrudim,,FOTOVOLTAICKÁ ELEKTRÁRNA NA RD Č.P. 1378 V CHRUDIMI
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.3,49.3167,Písek,398 19,Jihočeský,Kluky,,FVE HŮLOVÁ
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,13.75,50.4667,Most,434 01,Ústecký,Most,,"FVE Kubal 7,92 kW"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.3088,49.383,Klatovy,339 01,Plzeňský,Bezděkov,,Bezděkov 224
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,18.1333,49.4667,Vsetín,756 61,Zlínský,Rožnov pod Radhoštěm,,FVE_Andrea_Godžová_Dům
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,18.1333,49.4667,Vsetín,756 61,Zlínský,Rožnov pod Radhoštěm,,FVE_Andrea_Godžová_Garáž
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ051,15.1825,50.5553,Semily,511 01,Liberecký,Mírová pod Kozákovem,,FVE - Ježek
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.8167,50.2333,Hradec Králové,503 01,Královéhradecký,Hradec Králové,,FVE Sokol
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.3761,49.7468,Plzeň-město,301 00,Plzeňský,Plzeň,,Jarmila Buchwaldová
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.5667,49.2833,Brno-venkov,664 31,Jihomoravský,Lelekovice,,FVE Kurková
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,16.2667,49.9167,Ústí nad Orlicí,566 01,Pardubický,Vysoké Mýto,,FVE M. BAČE
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,16.75,50.1,Ústí nad Orlicí,561 69,Pardubický,Králíky,,FVE J.ČUMA
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.5833,49.5667,Plzeň-jih,336 01,Plzeňský,Zdemyslice,,FVE
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,15.15,49.9833,Kolín,281 41,Středočeský,Ratboř,,FVE RATBOŘ - BRÁZDA
0.029,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,13.8333,50.6667,Teplice,417 12,Ústecký,Proboštov,,FVE Přítkov
0.029,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,13.9833,50.5167,Litoměřice,410 02,Ústecký,Siřejovice,,"FVE 29,4 kW SIŘEJOVICE"
0.027,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ08,CZ080,17.8667,49.95,Opava,747 07,Moravskoslezský,Opava,AUTOczech s.r.o.,"FVE AUTOCZECH 27,36 kWp"
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.0167,49.5333,Domažlice,345 61,Plzeňský,Osvračín,,FVE Houška
0.002,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,14.1528,50.7278,Děčín,405 02,Ústecký,Děčín,,FVE VARŠAVSKÁ 1863
0.019,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.8833,50.4333,Trutnov,544 42,Královéhradecký,Choustníkovo Hradiště,,FVE Jahoda
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ051,15.0667,50.7083,Liberec,463 12,Liberecký,Šimonovice,,FVE Fuchs
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.1833,50.4667,Náchod,549 32,Královéhradecký,Velké Poříčí,,FVE 5 kWp
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,16.6333,50.05,Ústí nad Orlicí,561 65,Pardubický,Jamné nad Orlicí,,Miroslav Rubeš
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,15.15,49.9833,Kolín,281 41,Středočeský,Ratboř,,FVE RATBOŘ - DVOŘÁK
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,15.25,49.8333,Kutná Hora,285 42,Středočeský,Červené Janovice,,"FVE František Radil - 6,63 kW"
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.8167,49.5,Žďár nad Sázavou,592 12,Vysočina,Újezd,,František Špaček
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.8,50.0278,Pardubice,530 03,Pardubický,Pardubice,,FVE Čáňovi
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.7333,50.0333,Pardubice,533 51,Pardubický,Pardubice,,Machač1
0.012,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.3333,49.1667,Brno-venkov,664 84,Jihomoravský,Zastávka,"Barko, s.r.o.",FVE1 Zastávka
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.819,49.9738,,180 00,Hlavní město Praha,Praha,,Praha 8
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.4667,49.7333,Plzeň-město,326 00,Plzeňský,Plzeň,,Ing. Milan Haloun
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,13.95,48.9,Prachatice,383 01,Jihočeský,Prachatice,,FVE Perlovice
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.3667,49.75,Plzeň-město,318 00,Plzeňský,Plzeň,,Marcela Martínková
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,14.4167,50.8167,,148 00,Hlavní město Praha,Praha,,Děbolínská 476/10
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.4833,49.65,Plzeň-jih,332 05,Plzeňský,Chválenice,,FVE Martinec
0.011,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.4667,49.7333,Plzeň-město,326 00,Plzeňský,Plzeň,,FVE Martinec 2
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,15.0,49.6167,Benešov,257 65,Středočeský,Načeradec,,FVE VONDRÁK NAČERADEC
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.0167,50.3333,Náchod,551 01,Královéhradecký,Jaroměř,"REMO ELEKTRA, společnost s ručením omezeným",Na Klouzkově 72 - provozovna
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.6,49.25,Tábor,392 01,Jihočeský,Skalice,,FVE -garáž
